506 [    pgoapi] [ INFO] pgoapi v1.1.7 - Copyright (c) 2016 tjado <https://github.com/tejado>
282 [connectionpool] [DEBUG] "POST /plfe/640/rpc HTTP/1.1" 200 None
286 [   rpc_api] [DEBUG] Parsing main RPC response...
287 [   rpc_api] [DEBUG] Protobuf structure of rpc response:
status_code: 3
request_id: 456160726639497602
unknown6 {
  response_type: 6
  unknown2 {
    unknown1: 1
  }
}
auth_ticket {
  start: "g\325F)\322\026\200r\3126\246j\022\224\303\3230g\253N\302\243\3370\241\205[\026\254\355BY\304y\312\312p\253\343\264\030\n=3\3130N\005\204\363\264\225\030\264U_\261\237\240\270\266K\340\377"
  expire_timestamp_ms: 1471139127244
  end: "I\014\240\267\372\230?\363\317\320h\377(\351Gz"
}
returns: ""

308 [   rpc_api] [DEBUG] Decode raw over protoc (protoc has to be in your PATH):
1: 3
2: 456160726639497602
6 {
  1: 6
  2 {
    1: 1
  }
}
7 {
  1: "g\325F)\322\026\200r\3126\246j\022\224\303\3230g\253N\302\243\3370\241\205[\026\254\355BY\304y\312\312p\253\343\264\030\n=3\3130N\005\204\363\264\225\030\264U_\261\237\240\270\266K\340\377"
  2: 1471139127244
  3: "I\014\240\267\372\230?\363\317\320h\377(\351Gz"
}
100: ""

309 [   rpc_api] [DEBUG] Parsing sub RPC responses...
309 [   rpc_api] [DEBUG] Parsing class: POGOProtos.Networking.Responses_pb2.GetMapObjectsResponse
344 [   rpc_api] [DEBUG] Received Session Ticket valid for 00:29:59 hours (1471137327345 < 1471139127244)
345 [    pgoapi] [ INFO] Cleanup of request!
Response dictionary (get_player): 
{   'auth_ticket': {   'end': 'SQygt/qYP/PP0Gj/KOlHeg==',
                       'expire_timestamp_ms': 1471139127244L,
                       'start': 'Z9VGKdIWgHLKNqZqEpTD0zBnq07Co98woYVbFqztQlnEecrKcKvjtBgKPTPLME4FhPO0lRi0VV+xn6C4tkvg/w=='},
    'request_id': 456160726639497602L,
    'responses': {   'GET_MAP_OBJECTS': {   }},
    'status_code': 3,
    'unknown6': [{   'response_type': 6, 'unknown2': {   'unknown1': 1L}}]}
